name,effect,power,type,accuracy,pp,target,priority,category,additional_effects,description
Smokescreen,EFFECT_ACCURACY_DOWN,0,TYPE_NORMAL,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Lowers the foe's\n""             ""accuracy using\n""             ""smoke, ink, etc."""
Confuse Ray,EFFECT_CONFUSE,0,TYPE_GHOST,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""A sinister ray\n""             ""that confuses the\n""             ""foe."""
Withdraw,EFFECT_DEFENSE_UP,0,TYPE_WATER,0,40,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Withdraws the body\n""             ""into its hard\n""             ""shell to raise\n""             ""Defense."""
Defense Curl,EFFECT_DEFENSE_CURL,0,TYPE_NORMAL,0,40,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Curls up to conceal\n""             ""weak spots and\n""             ""raise Defense."""
Barrier,EFFECT_DEFENSE_UP_2,0,TYPE_PSYCHIC,0,B_UPDATED_MOVE_DATA >= GEN_6 ? 20 : 30,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Creates a barrier\n""             ""that sharply\n""             ""raises Defense."""
Light Screen,EFFECT_LIGHT_SCREEN,0,TYPE_PSYCHIC,0,30,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Creates a wall of\n""             ""light that lowers\n""             ""Sp. Atk damage."""
Haze,EFFECT_HAZE,0,TYPE_ICE,0,30,MOVE_TARGET_ALL_BATTLERS,0,DAMAGE_CATEGORY_STATUS,,"""Creates a black\n""             ""haze that removes\n""             ""all stat changes."""
Reflect,EFFECT_REFLECT,0,TYPE_PSYCHIC,0,20,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Creates a wall of\n""             ""light that weakens\n""             ""physical attacks."""
Focus Energy,EFFECT_FOCUS_ENERGY,0,TYPE_NORMAL,0,30,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Focuses power to\n""             ""raise the crit\n""             ""ratio."""
Bide,EFFECT_BIDE,1,TYPE_NORMAL,B_UPDATED_MOVE_DATA >= GEN_4 ? 0 : 100,10,MOVE_TARGET_USER,B_UPDATED_MOVE_DATA >= GEN_4 ? 1 : 0,DAMAGE_CATEGORY_PHYSICAL,,"""Endures attack for\n""             ""2 turns to\n""             ""retaliate double."""
Metronome,EFFECT_METRONOME,0,TYPE_NORMAL,0,15,MOVE_TARGET_DEPENDS,0,DAMAGE_CATEGORY_STATUS,,"""Waggles a finger to\n""             ""use any Pokémon\n""             ""move at random."""
Mirror Move,EFFECT_MIRROR_MOVE,0,TYPE_FLYING,0,20,MOVE_TARGET_DEPENDS,0,DAMAGE_CATEGORY_STATUS,,"""Counters the foe's\n""             ""attack with the\n""             ""same move."""
Self-Destruct,EFFECT_EXPLOSION,200,TYPE_NORMAL,100,5,MOVE_TARGET_FOES_AND_ALLY,0,DAMAGE_CATEGORY_PHYSICAL,,"""Inflicts severe\n""             ""damage but makes\n""             ""the user faint."""
Egg Bomb,EFFECT_HIT,100,TYPE_GRASS,90,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""An egg is forcibly\n""             ""hurled at the foe."""
Lick,EFFECT_HIT,35,TYPE_GHOST,100,30,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_PARALYSIS","""Licks with a long\n""             ""tongue to injure.\n""             ""May also paralyze."""
Smog,EFFECT_HIT,40,TYPE_POISON,90,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_POISON","""An exhaust-gas\n""             ""attack that may\n""             ""also poison."""
Sludge,EFFECT_HIT,75,TYPE_POISON,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_POISON","""Sludge is hurled to\n""             ""inflict damage.\n""             ""May also poison."""
Bone Club,EFFECT_HIT,75,TYPE_GROUND,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_FLINCH","""Clubs the foe with\n""             ""a bone. May cause\n""             ""flinching."""
Fire Blast,EFFECT_HIT,B_UPDATED_MOVE_DATA >= GEN_6 ? 110 : 120,TYPE_FIRE,90,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_BURN","""Incinerates all\n""             ""it strikes. May\n""             ""cause a burn."""
Waterfall,EFFECT_HIT,95,TYPE_WATER,95,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
                .moveEffect = MOVE_EFFECT_FLINCH","""Charges the foe\n""             ""with speed to\n""             ""climb waterfalls."""
Clamp,EFFECT_HIT,35,TYPE_WATER,90,B_UPDATED_MOVE_DATA >= GEN_5 ? 15 : 10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_WRAP","""Traps and squeezes\n""             ""the foe for\n""             ""2 to 5 turns."""
Swift,EFFECT_HIT,60,TYPE_NORMAL,0,20,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,,"""Sprays star-shaped\n""             ""rays that never\n""             ""miss."""
Skull Bash,EFFECT_TWO_TURNS_ATTACK,120,TYPE_NORMAL,100,B_UPDATED_MOVE_DATA >= GEN_6 ? 10 : 15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Tucks in the head,\n""             ""then attacks on\n""             ""the next turn."""
Spike Cannon,EFFECT_MULTI_HIT,25,TYPE_STEEL,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Launches sharp\n""             ""spikes that strike\n""             ""2 to 5 times."""
Constrict,EFFECT_HIT,25,TYPE_NORMAL,100,35,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SPD_MINUS_1","""Constricts to\n""             ""inflict pain. May\n""             ""lower Speed."""
Amnesia,EFFECT_SPECIAL_DEFENSE_UP_2,0,TYPE_PSYCHIC,0,20,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Forgets about\n""             ""something and\n""             ""sharply raises Sp.\n""             ""Def."""
Kinesis,EFFECT_ACCURACY_DOWN,0,TYPE_PSYCHIC,80,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Distracts the\n""             ""foe. May lower\n""             ""accuracy."""
Soft-Boiled,EFFECT_SOFTBOILED,0,TYPE_NORMAL,100,B_UPDATED_MOVE_DATA >= GEN_9 ? 5 : 10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Recovers up to half\n""             ""the user's maximum\n""             ""HP."""
High Jump Kick,EFFECT_RECOIL_IF_MISS,85,TYPE_FIGHTING,95,B_UPDATED_MOVE_DATA >= GEN_5 ? 10 : 20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""A jumping knee\n""             ""kick. If it misses,\n""             ""user is hurt."""
Glare,EFFECT_PARALYZE,0,TYPE_NORMAL,85,30,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Intimidates and\n""             ""frightens the foe\n""             ""into paralysis."""
Dream Eater,EFFECT_DREAM_EATER,100,TYPE_PSYCHIC,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""Takes one half the\n""             ""damage inflicted\n""             ""on a sleeping foe."""
Poison Gas,EFFECT_POISON,0,TYPE_POISON,55,40,B_UPDATED_MOVE_DATA >= GEN_5 ? MOVE_TARGET_BOTH : MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Envelops the foe in\n""             ""a toxic gas that\n""             ""may poison."""
Barrage,EFFECT_MULTI_HIT,18,TYPE_NORMAL,95,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Hurls round objects\n""             ""at the foe 2 to 5\n""             ""times."""
Leech Life,EFFECT_ABSORB,55,TYPE_BUG,100,B_UPDATED_MOVE_DATA >= GEN_7 ? 10 : 15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""An attack that\n""             ""steals half the\n""             ""damage inflicted."""
Lovely Kiss,EFFECT_SLEEP,0,TYPE_NORMAL,75,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Demands a kiss with\n""             ""a scary face that\n""             ""induces sleep."""
Sky Attack,EFFECT_HIT,140,TYPE_FLYING,90,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_ATK_MINUS_2","""Allows a full-power\n""             ""attack, but\n""             ""sharply lowers\n""             ""Atk."""
Transform,EFFECT_TRANSFORM,0,TYPE_NORMAL,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Alters the user's\n""             ""cells to become a\n""             ""copy of the foe."""
Bubble,EFFECT_HIT,30,TYPE_WATER,100,30,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SPD_MINUS_1","""An attack using\n""             ""bubbles. May lower\n""             ""the foe's Speed."""
Dizzy Punch,EFFECT_HIT,70,TYPE_NORMAL,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_CONFUSION","""A rhythmic punch\n""             ""that may confuse\n""             ""the foe."""
Spore,EFFECT_SLEEP,0,TYPE_GRASS,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Scatters a cloud of\n""             ""spores that always\n""             ""induce sleep."""
Flash,EFFECT_ACCURACY_DOWN,0,TYPE_NORMAL,B_UPDATED_MOVE_DATA >= GEN_4 ? 100 : 70,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Looses a powerful\n""             ""blast of light\n""             ""that cuts accuracy."""
Psywave,EFFECT_PSYWAVE,1,TYPE_PSYCHIC,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""Attacks with a\n""             ""psychic wave of\n""             ""varying intensity."""
Splash,EFFECT_DO_NOTHING,0,TYPE_NORMAL,0,40,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""It's just a\n""             ""splash... Has no\n""             ""effect whatsoever."""
Acid Armor,EFFECT_DEFENSE_UP_2,0,TYPE_POISON,0,B_UPDATED_MOVE_DATA >= GEN_6 ? 20 : 40,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Liquifies the\n""             ""user's body to\n""             ""sharply raise\n""             ""Defense."""
Crabhammer,EFFECT_HIT,100,TYPE_WATER,95,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Hammers with a\n""             ""pincer. Has a high\n""             ""critical-hit ratio."""
Explosion,EFFECT_EXPLOSION,250,TYPE_NORMAL,100,5,MOVE_TARGET_FOES_AND_ALLY,0,DAMAGE_CATEGORY_PHYSICAL,,"""Inflicts severe\n""             ""damage but makes\n""             ""the user faint."""
Fury Swipes,EFFECT_MULTI_HIT,22,TYPE_NORMAL,95,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Rakes the foe with\n""             ""sharp claws, etc.,\n""             ""2 to 5 times."""
Bonemerang,EFFECT_HIT,50,TYPE_GROUND,90,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Throws a bone\n""             ""boomerang that\n""             ""strikes twice."""
Rest,EFFECT_REST,0,TYPE_PSYCHIC,0,B_UPDATED_MOVE_DATA >= GEN_9 ? 5 : 10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""The user sleeps for\n""             ""2 turns, restoring\n""             ""HP and status."""
Rock Slide,EFFECT_HIT,80,TYPE_ROCK,95,10,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_FLINCH","""Large boulders are\n""             ""hurled. May cause\n""             ""flinching."""
Hyper Fang,EFFECT_HIT,80,TYPE_NORMAL,95,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_FLINCH","""Attacks with sharp\n""             ""fangs. May cause\n""             ""flinching."""
Sharpen,EFFECT_ATTACK_UP,0,TYPE_NORMAL,0,30,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Reduces the polygon\n""             ""count and raises\n""             ""Attack."""
Conversion,EFFECT_CONVERSION,0,TYPE_NORMAL,0,30,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Changes the user's\n""             ""type into a known\n""             ""move's type."""
Tri Attack,EFFECT_HIT,85,TYPE_NORMAL,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_TRI_ATTACK","""Fires three types\n""             ""of beams at the\n""             ""same time."""
Super Fang,EFFECT_SUPER_FANG,1,TYPE_NORMAL,90,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Attacks with sharp\n""             ""fangs and cuts\n""             ""half the foe's HP."""
Slash,EFFECT_HIT,70,TYPE_NORMAL,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Slashes with claws,\n""             ""etc. Has a high\n""             ""critical-hit ratio."""
Substitute,EFFECT_SUBSTITUTE,0,TYPE_NORMAL,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Creates a decoy\n""             ""using 1/4 of the\n""             ""user's maximum HP."""
Struggle,EFFECT_RECOIL_HP_25,0,,0,0,,0,,"ADDITIONAL_EFFECTS({
                .moveEffect = MOVE_EFFECT_RECOIL_HP_25","""Used only if all PP\n""             ""are gone. Also\n""             ""hurts the user a\n""             ""little."""
Sketch,EFFECT_SKETCH,0,TYPE_NORMAL,0,1,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Copies the foe's\n""             ""last move\n""             ""permanently."""
Triple Kick,EFFECT_TRIPLE_KICK,12,TYPE_FIGHTING,90,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Kicks the foe 3\n""             ""times in a row\n""             ""with rising\n""             ""intensity."""
Thief,EFFECT_HIT,B_UPDATED_MOVE_DATA >= GEN_6 ? 60 : 40,TYPE_DARK,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_STEAL_ITEM","""While attacking, it\n""             ""may steal the\n""             ""foe's held item."""
Spider Web,EFFECT_MEAN_LOOK,0,TYPE_BUG,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Ensnares the foe to\n""             ""stop it from\n""             ""fleeing or\n""             ""switching."""
Mind Reader,EFFECT_LOCK_ON,0,TYPE_NORMAL,B_UPDATED_MOVE_DATA >= GEN_4 ? 0 : 100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Senses the foe's\n""             ""action to ensure\n""             ""the next move's\n""             ""hit."""
Nightmare,EFFECT_NIGHTMARE,0,TYPE_GHOST,B_UPDATED_MOVE_DATA >= GEN_4 ? 100 : 0,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Inflicts 1/4 damage\n""             ""on a sleeping foe\n""             ""every turn."""
Flame Wheel,EFFECT_HIT,65,TYPE_FIRE,100,25,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_BURN","""A fiery charge\n""             ""attack that may\n""             ""inflict a burn."""
Snore,EFFECT_SNORE,80,TYPE_NORMAL,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_FLINCH","""A loud attack that\n""             ""can be used only\n""             ""while asleep."""
Curse,EFFECT_CURSE,0,B_UPDATED_MOVE_TYPES >= GEN_5 ? TYPE_GHOST : TYPE_MYSTERY,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""A move that works\n""             ""differently for\n""             ""GHOSTS."""
Flail,EFFECT_FLAIL,1,TYPE_NORMAL,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Inflicts more\n""             ""damage when the\n""             ""user's HP is down."""
Conversion 2,EFFECT_CONVERSION_2,0,TYPE_NORMAL,0,30,B_UPDATED_MOVE_DATA >= GEN_5 ? MOVE_TARGET_SELECTED : MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Makes the user\n""             ""resistant to the\n""             ""last attack's type."""
Aeroblast,EFFECT_HIT,100,TYPE_FLYING,95,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""Launches a vacuumed\n""             ""blast. High\n""             ""critical-hit ratio."""
Cotton Spore,EFFECT_SPEED_DOWN_2,0,TYPE_GRASS,95,40,B_UPDATED_MOVE_DATA >= GEN_6 ? MOVE_TARGET_BOTH : MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Spores cling to the\n""             ""foe, sharply\n""             ""reducing Speed."""
Reversal,EFFECT_FLAIL,1,TYPE_FIGHTING,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Inflicts more\n""             ""damage when the\n""             ""user's HP is down."""
Spite,EFFECT_SPITE,0,TYPE_GHOST,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Spitefully cuts the\n""             ""PP of the foe's\n""             ""last move."""
Powder Snow,EFFECT_HIT,40,TYPE_ICE,100,25,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_FREEZE_OR_FROSTBITE","""Blasts the foe with\n""             ""a snowy gust.\n""             ""May cause freezing."""
Protect,EFFECT_PROTECT,0,TYPE_NORMAL,0,10,MOVE_TARGET_USER,B_UPDATED_MOVE_DATA >= GEN_5 ? 4 : 3,DAMAGE_CATEGORY_STATUS,,"""Evades attack, but\n""             ""may fail if used\n""             ""in succession."""
Mach Punch,EFFECT_HIT,40,TYPE_FIGHTING,100,30,MOVE_TARGET_SELECTED,1,DAMAGE_CATEGORY_PHYSICAL,,"""A punch is thrown\n""             ""at wicked speed to\n""             ""strike first."""
Scary Face,EFFECT_SPEED_DOWN_2,0,TYPE_NORMAL,B_UPDATED_MOVE_DATA >= GEN_5 ? 100 : 90,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Frightens with a\n""             ""scary face to\n""             ""sharply reduce\n""             ""Speed."""
Feint Attack,EFFECT_HIT,70,TYPE_DARK,0,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Draws the foe\n""             ""close,\n""             ""then strikes\n""             ""without fail."""
Sweet Kiss,EFFECT_CONFUSE,0,B_UPDATED_MOVE_TYPES >= GEN_6 ? TYPE_FAIRY : TYPE_NORMAL,85,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Demands a kiss with\n""             ""a cute look. May\n""             ""cause confusion."""
Belly Drum,EFFECT_BELLY_DRUM,0,TYPE_NORMAL,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Maximizes Attack\n""             ""while sacrificing\n""             ""HP."""
Sludge Bomb,EFFECT_HIT,95,TYPE_POISON,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_POISON","""Sludge is hurled to\n""             ""inflict damage.\n""             ""May also poison."""
Mud-Slap,EFFECT_HIT,30,TYPE_GROUND,100,25,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_ACC_MINUS_1","""Hurls mud in the\n""             ""foe's face to\n""             ""reduce its\n""             ""accuracy."""
Octazooka,EFFECT_HIT,65,TYPE_WATER,90,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_ACC_MINUS_1","""Fires a lump of ink\n""             ""to damage and cut\n""             ""accuracy."""
Spikes,EFFECT_SPIKES,0,TYPE_GROUND,0,20,MOVE_TARGET_OPPONENTS_FIELD,0,DAMAGE_CATEGORY_STATUS,,"""Sets spikes that\n""             ""hurt a foe\n""             ""switching in."""
Zap Cannon,EFFECT_HIT,B_UPDATED_MOVE_DATA >= GEN_4 ? 120 : 100,TYPE_ELECTRIC,75,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_PARALYSIS","""Powerful and sure\n""             ""to paralyze,\n""             ""but inaccurate."""
Foresight,EFFECT_FORESIGHT,0,TYPE_NORMAL,B_UPDATED_MOVE_DATA >= GEN_5 ? 0 : 100,40,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Negates the foe's\n""             ""efforts to up\n""             ""evasiveness."""
Destiny Bond,EFFECT_DESTINY_BOND,0,TYPE_GHOST,0,5,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""If the user faints,\n""             ""the foe is also\n""             ""made to faint."""
Perish Song,EFFECT_PERISH_SONG,0,TYPE_NORMAL,0,5,MOVE_TARGET_ALL_BATTLERS,0,DAMAGE_CATEGORY_STATUS,,"""Any Pokémon hearing\n""             ""this song faints\n""             ""in 3 turns."""
Icy Wind,EFFECT_HIT,55,TYPE_ICE,95,15,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SPD_MINUS_1","""A chilling attack\n""             ""that lowers the\n""             ""foe's Speed."""
Detect,EFFECT_PROTECT,0,TYPE_FIGHTING,0,5,MOVE_TARGET_USER,B_UPDATED_MOVE_DATA >= GEN_5 ? 4 : 3,DAMAGE_CATEGORY_STATUS,,"""Evades attack, but\n""             ""may fail if used\n""             ""in succession."""
Bone Rush,EFFECT_MULTI_HIT,25,TYPE_GROUND,90,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Strikes the foe\n""             ""with a bone in\n""             ""hand 2 to 5 times."""
Lock-On,EFFECT_LOCK_ON,0,TYPE_NORMAL,B_UPDATED_MOVE_DATA >= GEN_4 ? 0 : 100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Locks on to the foe\n""             ""to ensure the next\n""             ""move hits."""
Outrage,EFFECT_HIT,B_UPDATED_MOVE_DATA >= GEN_4 ? 120 : 90,TYPE_DRAGON,100,B_UPDATED_MOVE_DATA >= GEN_5 ? 10 : 15,MOVE_TARGET_RANDOM,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_THRASH","""A rampage of 2 to 3\n""             ""turns that\n""             ""confuses the user."""
Sandstorm,EFFECT_SANDSTORM,0,TYPE_ROCK,0,10,MOVE_TARGET_ALL_BATTLERS,0,DAMAGE_CATEGORY_STATUS,,"""Causes a sandstorm\n""             ""that rages for\n""             ""several turns."""
Giga Drain,EFFECT_ABSORB,80,TYPE_GRASS,100,B_UPDATED_MOVE_DATA >= GEN_4 ? 10 : 5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""An attack that\n""             ""steals half the\n""             ""damage inflicted."""
Endure,EFFECT_ENDURE,0,TYPE_NORMAL,0,10,MOVE_TARGET_USER,B_UPDATED_MOVE_DATA >= GEN_5 ? 4 : 3,DAMAGE_CATEGORY_STATUS,,"""Endures any attack\n""             ""for 1 turn,\n""             ""leaving at least\n""             ""1HP."""
Charm,EFFECT_ATTACK_DOWN_2,0,B_UPDATED_MOVE_TYPES >= GEN_6 ? TYPE_FAIRY : TYPE_NORMAL,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Charms the foe and\n""             ""sharply reduces\n""             ""its Attack."""
Rollout,EFFECT_ROLLOUT,30,TYPE_ROCK,90,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""An attack lasting 5\n""             ""turns with rising\n""             ""intensity."""
False Swipe,EFFECT_FALSE_SWIPE,60,TYPE_NORMAL,100,40,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,
Swagger,EFFECT_SWAGGER,0,TYPE_NORMAL,B_UPDATED_MOVE_DATA >= GEN_7 ? 85 : 90,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Confuses the foe,\n""             ""but also sharply\n""             ""raises Attack."""
Milk Drink,EFFECT_SOFTBOILED,0,TYPE_NORMAL,0,B_UPDATED_MOVE_DATA >= GEN_9 ? 5 : 10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Recovers up to half\n""             ""the user's maximum\n""             ""HP."""
Spark,EFFECT_HIT,65,TYPE_ELECTRIC,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_PARALYSIS","""An electrified\n""             ""tackle that may\n""             ""paralyze the foe."""
Fury Cutter,EFFECT_FURY_CUTTER,25,TYPE_BUG,95,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""An attack that\n""             ""intensifies on\n""             ""each successive\n""             ""hit."""
Steel Wing,EFFECT_HIT,70,TYPE_STEEL,95,25,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_DEF_PLUS_1","""Strikes the foe\n""             ""with hard wings\n""             ""spread wide."""
Mean Look,EFFECT_MEAN_LOOK,0,TYPE_NORMAL,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Fixes the foe with\n""             ""a mean look that\n""             ""prevents escape."""
